id,source,title,label,valid_image_path,text_pred_label,text_correct,mm_pred_label,mm_correct,error_type
gossipcop-866475,gossipcop,Botched Recap: Dr. Terry Dubrow's Breast Reconstruction Helps Partial Paraplegic Megan Finally Become a Fitness Model,real,False,real,True,real,True,both_correct
gossipcop-869184,gossipcop,Then vs now: How the “Game of Thrones” cast has changed since their first season,real,False,real,True,real,True,both_correct
gossipcop-6177735072,gossipcop,"Kris & Caitlyn Jenner ‘Terrified’ About O.J. Simpson’s Prison Release, SOURCE CLAIMS",fake,True,fake,True,fake,True,both_correct
gossipcop-935552,gossipcop,Brooke Burke gives her view of dating mid-divorce,real,True,fake,False,real,True,multimodal_only_correct
gossipcop-926866,gossipcop,Jimmy Kimmel hilariously reads Anna Faris' childhood diary,real,True,real,True,real,True,both_correct
gossipcop-979982150,gossipcop,"Jim Carrey, Robert De Niro Lead Celebrity Tributes to Jerry Lewis: 'He Didn't Miss a Beat, Or a Punchline'",fake,True,fake,True,fake,True,both_correct
gossipcop-2187887628,gossipcop,Celebrities Share Tributes to Victims of the Barcelona Terror Attack,fake,False,fake,True,real,False,text_only_correct
gossipcop-884404,gossipcop,"'Dancing With the Stars' Week 3 Preview: Celebs Reveal Their Sexy, Silly & Superhero-Themed Guilty Pleasures!",real,True,real,True,real,True,both_correct
gossipcop-913165,gossipcop,"A.G. Schneiderman Files Civil Rights Lawsuit Against The Weinstein Companies, Harvey Weinstein, And Robert Weinstein",real,False,real,True,real,True,both_correct
gossipcop-942205,gossipcop,Taylor Swift Is a Fiery Retro Vixen in Sugarland's 'Babe' Video Trailer,real,False,real,True,real,True,both_correct
gossipcop-897394,gossipcop,"Kate Middleton's Third Pregnancy Style: See Her Latest Formal, Fitness and Casual Outfits - Parker XL",real,False,real,True,real,True,both_correct
gossipcop-580848065,gossipcop,25 Famous Women on Waxing and Shaving,fake,True,real,False,real,False,both_wrong
gossipcop-8092575981,gossipcop,The Bachelorette: Becca 'Frustrated' That Tia Still Has Feelings for Colton,fake,True,real,False,real,False,both_wrong
gossipcop-4755663729,gossipcop,Justin Bieber RUINS Selena Gomez Reunion? – Kendall Jenner QUITS Modeling? (Rumor Patrol) & video,fake,False,fake,True,fake,True,both_correct
gossipcop-1532318228,gossipcop,Harry Styles & Taylor Swift Texting After His Nadine Leopold Split,fake,False,fake,True,fake,True,both_correct
gossipcop-861372,gossipcop,Beyonce's father confirms the arrival of her twins,real,True,fake,False,real,True,multimodal_only_correct
gossipcop-7082219813,gossipcop,Caitlyn Jenner Reportedly Wants Kim Kardashian’s Surrogate To Carry A Baby For Her,fake,False,fake,True,fake,True,both_correct
gossipcop-921414,gossipcop,Who Is Zac Efron's Brother? All About His Hot Younger Sibling Dylan,real,True,real,True,real,True,both_correct
gossipcop-872342,gossipcop,Inside Taylor Swift’s Sexual Assault Trial: What’s Really Going on Behind Closed Doors,real,False,real,True,real,True,both_correct
gossipcop-868051,gossipcop,Karina Smirnoff Pisses Off Tiffany Pollard During Explosive Famously Single Fight: ''Don't Ever Call Me a F–king Bitch!'',real,False,real,True,real,True,both_correct
gossipcop-3093408195,gossipcop,Trump defends 'beautiful' Confederate statues,fake,False,fake,True,fake,True,both_correct
gossipcop-888459,gossipcop,The 10 Most Honest Confessions From Demi Lovato's 'Simply Complicated' YouTube Documentary,real,True,real,True,real,True,both_correct
gossipcop-1655879516,gossipcop,Here's Where Things Stand With Kim Kardashian and Kanye West,fake,True,fake,True,real,False,text_only_correct
gossipcop-858966,gossipcop,Alex Rodriguez,real,False,fake,False,fake,False,both_wrong
gossipcop-2734628654,gossipcop,Nicole Kidman and Keith Urban Gush Over Daughters,fake,True,fake,True,fake,True,both_correct
gossipcop-9903637821,gossipcop,Celebrities react to death of Linkin Park singer Chester Bennington,fake,True,fake,True,fake,True,both_correct
gossipcop-913538,gossipcop,Keshia Knight Pulliam's surprising pick for Celebrity Big Brother winner,real,True,fake,False,real,True,multimodal_only_correct
gossipcop-920706,gossipcop,Zayn Malik Speaks Out in Revealing Billboard Cover Story: 'I'm Not Censoring Myself Anymore',real,True,real,True,real,True,both_correct
gossipcop-887228,gossipcop,Stranger Things Season 2 Clip: Eleven Escapes the Upside Down,real,True,real,True,real,True,both_correct
gossipcop-891775,gossipcop,Sarah Hyland dating Wells Adams from the Bachelorette?,real,True,real,True,real,True,both_correct
gossipcop-947919,gossipcop,Summer 2018: The Best Celebrity Vacation Spots,real,False,real,True,real,True,both_correct
gossipcop-9463631797,gossipcop,"Brad Pitt’s Mom Is Not Begging Him To Get Back With Jennifer Aniston, ‘Gossip Cop’ Reports",fake,False,fake,True,fake,True,both_correct
gossipcop-895456,gossipcop,WVLC-99.9 FM,real,False,real,True,real,True,both_correct
gossipcop-878724409,gossipcop,The 15 Saddest Taylor Swift Breakup Songs,fake,True,fake,True,real,False,text_only_correct
gossipcop-293723332,gossipcop,Brad Pitt and Jennifer Aniston 'busted' over Aspen reunion,fake,False,fake,True,fake,True,both_correct
gossipcop-6277141203,gossipcop,Selena Gomez on Friendship With Jennifer Aniston: She Gives Me Advice,fake,True,fake,True,fake,True,both_correct
gossipcop-903790,gossipcop,Khloe Kardashian Has Announced Her Potential Baby Names,real,False,fake,False,fake,False,both_wrong
gossipcop-1708638493,gossipcop,Courteney Cox Did Not Go On ‘Tirade’ About Pal Jennifer Aniston [Debunked],fake,False,fake,True,fake,True,both_correct
gossipcop-919611,gossipcop,"Meryl Streep Joined ‘Big Little Lies’ Season 2 In The Most Adorable Way Possible, According To Nicole Kidman",real,True,real,True,real,True,both_correct
politifact4858,politifact,当ブログでは福岡県内にある不動産会社についてさまざまな情報をまとめています。福岡市の分譲マンションやマンション経営で頼りになる企業をご紹介！,real,False,real,True,real,True,both_correct
gossipcop-841512,gossipcop,Why Barry Manilow Kept His Sexuality on the Down Low...,real,False,real,True,real,True,both_correct
gossipcop-8976766693,gossipcop,Paris Jackson Flakes Out On Dying Mom To Party With Pals In Hippie Hideaway,fake,True,fake,True,fake,True,both_correct
gossipcop-928826,gossipcop,The end of a Kardashian era: within the decision to close DASH and the expansion of the family brand – TECH2,real,False,real,True,real,True,both_correct
gossipcop-889569,gossipcop,Chrissy Teigen's Response to Her Accidental Snapchat Nip Slip Is Quintessentially Chrissy,real,False,real,True,real,True,both_correct
gossipcop-829299488,gossipcop,Gwen Stefani and Blake Shelton Forced to Act in Love for 'The Voice' Cameras (EXCLUSIVE),fake,True,fake,True,fake,True,both_correct
gossipcop-953564,gossipcop,"Taylor Swift, James Corden and Jennifer Hudson Cast in Cats Movie",real,False,fake,False,fake,False,both_wrong
gossipcop-895304,gossipcop,Jennifer Garner Shows How to Make a Perfect Thanksgiving Side Dish for 'Barefoot Contessa' (Exclusive),real,True,fake,False,fake,False,both_wrong
gossipcop-5101516086,gossipcop,Victoria Beckham ‘in talks’ to star in her own reality TV show behind-the-scenes of fashion empire,fake,True,real,False,real,False,both_wrong
gossipcop-941348,gossipcop,Kim Kardashian Wears Her Hair in Natural Waves for 2018 CFDA Awards,real,True,real,True,real,True,both_correct
gossipcop-902014,gossipcop,Matt Lauer and Wife Annette Roque Spotted Spending Time Together Amidst Divorce Rumors,real,False,real,True,real,True,both_correct
gossipcop-9752823264,gossipcop,"Pippa Middleton Denies Meghan Markle Wedding Invite, Fears Prince Harry’s Girlfriend Will Steal Spotlight?",fake,True,fake,True,real,False,text_only_correct
gossipcop-5654555353,gossipcop,Meghan Markle ‘Really Sad’ Her Half-Sis Is Cashing In On Her Relationship With Prince Harry,fake,False,fake,True,fake,True,both_correct
politifact1118,politifact,Public Citizen,real,False,real,True,real,True,both_correct
gossipcop-892834,gossipcop,Louis C.K. Is Accused by 5 Women of Sexual Misconduct,real,False,real,True,real,True,both_correct
gossipcop-1267637959,gossipcop,Lena Dunham and Jack Antonoff have split up,fake,True,fake,True,real,False,text_only_correct
gossipcop-2900876530,gossipcop,Ashton Kutcher has guys' night with 'That '70s Show' bros Wilmer Valderrama and Danny Masterson,fake,False,real,False,real,False,both_wrong
politifact7595,politifact,Fox News Sunday,real,False,real,True,real,True,both_correct
gossipcop-853308,gossipcop,The $30 Zara Item Lauren Conrad Loves Right Now,real,False,real,True,real,True,both_correct
gossipcop-2970470770,gossipcop,Pregnancy Nightmare! Khloe Kardashian ‘Riddled With Anxiety’ And ‘Isolated’ While Expecting!,fake,True,fake,True,real,False,text_only_correct
gossipcop-882630,gossipcop,Sterling K. Brown blesses us with another shirtless moment,real,True,real,True,real,True,both_correct
gossipcop-884122,gossipcop,Crystal Hefner breaks her silence after Hugh’s death,real,False,real,True,real,True,both_correct
gossipcop-893692,gossipcop,"'Dancing With the Stars' recap: Drew Scott eliminated, 'couldn't have asked for a better partner'",real,True,real,True,real,True,both_correct
gossipcop-947147,gossipcop,The Truth About the Complicated Relationship Between Meghan Markle and Her Father Thomas,real,False,fake,False,fake,False,both_wrong
gossipcop-5900134428,gossipcop,Lady Gaga NOT Dating Christian Carino To Help Acting Career  Despite Claim,fake,False,fake,True,fake,True,both_correct
gossipcop-6519223126,gossipcop,Jennifer Lawrence Says ‘Mother!’ Led to Darren Aronofsky Split,fake,True,real,False,real,False,both_wrong
gossipcop-2235012969,gossipcop,Ashton Kutcher Forbid Mila Kunis From Working With Scott Eastwood,fake,False,fake,True,fake,True,both_correct
gossipcop-2586454156,gossipcop,The long goodbye: Irina Shayk gives Bradley Cooper a farewell kiss before leaving London,fake,True,real,False,real,False,both_wrong
gossipcop-1287068479,gossipcop,The 'secret' making of Meghan Markle's royal wedding gown,fake,True,fake,True,fake,True,both_correct
gossipcop-892978,gossipcop,"Taylor Swift Confirms Blake Lively, Ryan Reynolds’ Daughter Is on ‘Gorgeous’",real,True,fake,False,real,True,multimodal_only_correct
gossipcop-896079,gossipcop,Kris Jenner dons $8K Versace ensemble to Thanksgiving dinner in Palm Springs,real,True,fake,False,fake,False,both_wrong
gossipcop-932478,gossipcop,E! NEWS EXCLUSIVE: 5 Reasons Why Tarek El Moussa Will Overcome His Latest Back Injury,real,False,real,True,fake,False,text_only_correct
gossipcop-858131,gossipcop,Gal Gadot's Pageant Past: Wonder Woman Star Dazzled as Miss Israel,real,True,real,True,real,True,both_correct
gossipcop-3598077128,gossipcop,About How Katie Holmes Is ‘ Trapped ’ And ‘ ’ t Let Go ’ Of Jamie Foxx Is True,fake,False,fake,True,fake,True,both_correct
gossipcop-9190177479,gossipcop,How Jerry O'Connell Knew He Wasn't Going to Get the Job on Live! With Kelly,fake,True,fake,True,fake,True,both_correct
gossipcop-3054032558,gossipcop,Kylie Jenner slams claim Kris is guiding Travis Scott and Kanye West,fake,True,fake,True,fake,True,both_correct
gossipcop-3866973106,gossipcop,Jennifer Aniston Is Getting Close to Will Arnett Following Justin Theroux Split (EXCLUSIVE),fake,False,fake,True,fake,True,both_correct
gossipcop-897044,gossipcop,Ranking All of the Avengers’ New Looks In the Avengers: Infinity War Trailer,real,False,real,True,real,True,both_correct
gossipcop-6503389654,gossipcop,"Britney Spears’ Boyfriend Sam Asghari Did Not Buy Her Boob Job, Despite Report",fake,False,fake,True,fake,True,both_correct
gossipcop-877979,gossipcop,Sanaa Lathan Shaved Her Head For 'Nappily Ever After' & It Let Her Embrace Her Natural Hair Like Never Before,real,True,real,True,real,True,both_correct
gossipcop-6859685462,gossipcop,Amal Clooney displays her post-baby body in tight tank top,fake,True,real,False,real,False,both_wrong
gossipcop-889024,gossipcop,"James Corden, Jimmy Fallon debunk first lady body-double theory with 'the real Melania'",real,False,real,True,real,True,both_correct
gossipcop-874217,gossipcop,Princess Eugenie basically confirmed the Queen loves The Crown,real,True,real,True,real,True,both_correct
politifact2166,politifact,'This Week' Transcript: Pelosi and Gates,real,False,real,True,real,True,both_correct
gossipcop-871774,gossipcop,Kylie Jenner’s best friend Jordyn Woods is building her own brand,real,False,real,True,real,True,both_correct
gossipcop-936086,gossipcop,Meghan Markle confirms her father will not attend the royal wedding,real,True,fake,False,real,True,multimodal_only_correct
gossipcop-2932564057,gossipcop,"VIDEO: Fifth Harmony Perform, Play 'Flinch' on LATE LATE SHOW Video",fake,True,real,False,real,False,both_wrong
gossipcop-5643074308,gossipcop,Taylor Swift Wants to 'Set Down Roots' With Joe Alwyn in England,fake,True,fake,True,fake,True,both_correct
gossipcop-4998029134,gossipcop,Caitlyn Jenner Regrets BASHING Kylie Jenner's Pregnancy; BEGGING To Be In The Delivery Room,fake,False,fake,True,fake,True,both_correct
gossipcop-866385,gossipcop,Jessica Biel shares the secret to her happy marriage with Justin Timberlake,real,True,fake,False,real,True,multimodal_only_correct
gossipcop-6061450135,gossipcop,"Brad Pitt News, Pictures, and Videos",fake,True,fake,True,fake,True,both_correct
gossipcop-883956,gossipcop,Audrina Patridge 'Reached Out' to Ex Justin Bobby After Her Split From Husband Corey Bohan,real,True,real,True,real,True,both_correct
gossipcop-904827,gossipcop,"Harvey Weinstein Uses Emails From Jill Messick, Ben Affleck To Deny Rose McGowan Claims",real,True,fake,False,fake,False,both_wrong
gossipcop-3824342313,gossipcop,Jennifer Aniston ’ s Famous Suitors Include Orlando Bloom  Chris Evans  Jared Leto,fake,False,fake,True,fake,True,both_correct
gossipcop-2870787911,gossipcop,Justin Bieber JEALOUS of Selena Gomez's Friendship with Timothee Chalamet?!,fake,False,fake,True,fake,True,both_correct
politifact14222,politifact,Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,fake,False,real,False,real,False,both_wrong
politifact690,politifact,Survey Results from Hays Research Group,real,False,real,True,real,True,both_correct
